Depth,destruction,Victim's reaction,Magnitude,Intensity
19,5,6,5.3,7
33,4,5,5.9,6
79,4,5,6.8,6
25,9,10,8.5,11
56,5,6,5.1,7
19.19,9,10,8.3,11
15,6,7,6.1,8
21,8,9,7.1,10
120.17,4,5,5.3,6
40,9,10,8.4,11
50,8,9,6.9,10
110,9,10,8.3,11
24,8,9,6.3,10
65.8,3,4,6.7,5
24,4,5,6.7,6
7,4,5,8.2,6
33,4,5,5.6,6
10,8,9,6.2,10
18,5,6,5.6,7
10,4,5,5.1,6
12,6,7,6.9,8
13,6,7,6.9,8
10,6,7,5.5,8
29.97,4,5,4.8,6
15,5,6,5.3,7
24,4,5,7.5,6
20,4,5,6.8,6
140.2,7,8,6,9
212,4,5,7.3,6
21,5,6,5.9,7
33,8,9,7.1,10
36,6,7,5.8,8
10,5,6,5.1,7
94.54,5,6,7.9,7
35,8,9,7.6,10
12,2,3,6.9,4
131.8,4,5,6.6,6
26,9,10,7.4,11
16,5,6,6.7,7
66.28,8,9,6.9,10
33,2,3,5.5,4
65,7,8,6.8,9
25,3,4,7.9,5
11,8,9,6.3,10
50,2,3,7.6,4
7,4,5,4.9,6
165.49,5,6,7.3,7
54,8,9,6,10
22,6,7,7.6,8
670.81,2,3,7.9,4
42,5,6,7.1,7
60,9,10,6.8,11
17,7,8,6.8,9
100.84,5,6,5.7,7
33,10,11,8,12
21,3,4,6.9,5
29,5,6,5.1,7
118.62,6,7,6.5,8
10,5,6,5.2,7
10,4,5,6.5,6
33,6,7,8.4,8
10,8,9,6.5,10
24,7,8,6.6,9
15,8,9,6.4,10
71.9,3,4,6.7,5
23,3,4,6.7,5
4,5,6,5.4,7
11,4,5,5,6
73.28,5,6,5.5,7
22,5,6,5.8,7
25,6,7,6,8
53.04,6,7,6.7,8
35,2,3,6.6,4
10,5,6,5.6,7
15,6,7,5.4,8
11.5,6,7,8.2,8
32,6,7,5.3,8
33,4,5,7.6,6
150,8,9,7.4,10
116,6,7,7.6,8
49.13,7,8,7,9
47,6,7,7.2,8
10,5,6,5.8,7
19,8,9,6,10
40,3,4,7.5,5
10,8,9,6.4,10
615.42,4,5,6.9,6
60,9,10,7.9,11
110,3,4,6.7,5
21,5,6,7,7
14,7,8,6.8,9
23,8,9,7,10
22,2,3,6.8,4
12,5,6,5.8,7
10,5,6,5.5,7
10,7,8,6.6,9
10,4,5,5,6
5,3,4,4.9,5
18,5,6,7.5,7
11.86,8,9,6.3,10
17,6,7,6.7,8
33,8,9,7.5,10
12.44,6,7,6.5,8
11,2,3,6.7,4
17,8,9,7,10
105.78,3,4,7.9,5
27,3,4,4.2,5
10,3,4,6.7,5
38,3,4,6.5,5
41,3,4,4.6,5
18,5,6,7,7
19,6,7,4.6,8
16,4,5,6.6,6
46,5,6,6.8,7
42.6,5,6,7.9,7
150,3,4,6.8,5
11,3,4,6.5,5
10,5,6,7.1,7
71.1,6,7,4.7,8
7,5,6,5,7
10,6,7,5.1,8
99.59,5,6,5.5,7
10,5,6,5.5,7
10,7,8,7.4,9
19.7,4,5,6.8,6
6,6,7,5.7,8
17.9,10,11,7.8,12
110.2,5,6,7,7
12,5,6,6.8,7
13,4,5,5,6
10,4,5,4.7,6
25.7,5,6,6.7,7
33,4,5,6.5,6
33,4,5,6.5,6
65.72,5,6,5.5,7
10,5,6,8.2,7
30,4,5,6.6,6
5,1,2,3.7,3
7,5,6,4.5,7
10,6,7,6.5,8
60,5,6,6.2,7
16.1,3,4,6.6,5
183.17,8,9,7.1,10
33,9,10,7.1,11
33,5,6,7.5,7
6,5,6,6.1,7
20,8,9,7.5,10
60,8,9,7.2,10
15,4,5,6.5,6
60,9,10,7,11
91,4,5,7.2,6
14,3,4,4.9,5
30.5,5,6,8,7
100,8,9,6.4,10
115.6,5,6,7.8,7
141.64,9,10,8.5,11
81.32,6,7,5.3,8
48,5,6,7,7
5,4,5,5.1,6
10,5,6,6.6,7
301,2,3,6.5,4
100,9,10,6.4,11
50,4,5,4.5,6
36,6,7,6,8
39,8,9,6.8,10
37,6,7,5.3,8
626.2,2,3,7.8,4
60,8,9,7.7,10
10,4,5,6.3,6
71,8,9,6.4,10
10,7,8,7,9
79.44,8,9,7.1,10
11,6,7,6.7,8
139.86,5,6,6.3,7
10,6,7,5.2,8
171.5,7,8,7,9
10,4,5,4.9,6
176,2,3,6.5,4
18,5,6,6.8,7
10,4,5,4.4,6
10,2,3,4.5,4
10,7,8,6.6,9
46,5,6,7,7
10,6,7,6.3,8
33,8,9,6.9,10
79.32,7,8,7.3,9
27,3,4,6.9,5
3,5,6,4,7
2,0,1,3.7,2
42,6,7,7.1,8
67,4,5,5,6
18,5,6,7.5,7
16,4,5,4.6,6
106,3,4,6.6,5
32.02,9,10,8,11
25,8,9,7.5,10
30,7,8,7.5,9
40.85,7,8,6.9,9
33,5,6,5.9,7
65.32,4,5,5,6
4,7,8,6.2,9
71.9,3,4,6.7,5
11,2,3,6.7,4
20,5,6,7.4,7
24,6,7,6.6,8
8,8,9,6.6,10
13,2,3,6.6,4
9,6,7,5.9,8
14,4,5,5.5,6
59.25,8,9,6.6,10
177,5,6,7.2,7
33,6,7,4.6,8
28.737,5,6,6.5,7
20,8,9,6.7,10
10,5,6,5.2,7
10,2,3,6.7,4
5,4,5,4.8,6
100,9,10,7.9,11
94.72,6,7,5.8,8
90,5,6,6.5,7
644.8,2,3,8,4
15.462,5,6,7.1,7
15,6,7,5.8,8
140.42,6,7,6.8,8
18,5,6,6.8,7
10,7,8,8.2,9
20,8,9,7.3,10
10,6,7,5.6,8
10,2,3,6.6,4
8,5,6,4.9,7
15,7,8,7.8,9
33,9,10,8.2,11
33,7,8,7.8,9
13,7,8,6.2,9
60,8,9,7.5,10
21,4,5,6.7,6
25.53,7,8,6.8,9
10,9,10,7.5,11
40,8,9,8.3,10
10,3,4,5.2,5
15,4,5,6.5,6
10,7,8,5.1,9
9,2,3,4.4,4
29,5,6,5.3,7
70,7,8,7.2,9
33,7,8,6.1,9
17,5,6,6.5,7
10,7,8,6.5,9
39,4,5,6.6,6
10,5,6,6.9,7
15,6,7,6.9,8
8,6,7,7.8,8
36,6,7,5.8,8
33,7,8,6.4,9
33,4,5,5.3,6
51.798,5,6,6.8,7
10,6,7,6,8
15,4,5,7.6,6
33,4,5,7.9,6
150,3,4,6.8,5
11,4,5,5.8,6
10,6,7,6,8
200.7,2,3,6.7,4
60,9,10,7.8,11
33,8,9,6.6,10
10,3,4,7.4,5
17,6,7,5.9,8
33,1,2,7,3
37.21,5,6,5.5,7
15,5,6,5.9,7
19,5,6,7.4,7
27,3,4,6.6,5
10,3,4,7.1,5
60,8,9,7.3,10
18,6,7,5.9,8
10,0,1,6,2
10,5,6,5.5,7
10,1,2,6.2,3
644.8,2,3,8,4
150,8,9,7.3,10
13,6,7,5.6,8
640,9,10,7,11
591,1,2,6.6,3
6,6,7,5,8
32,6,7,8.2,8
17,4,5,5.1,6
11,4,5,6.6,6
10,3,4,6.9,5
10,7,8,7.7,9
10,8,9,6.9,10
110,8,9,7.2,10
6,5,6,6,7
42,5,6,7.1,7
80,8,9,7.9,10
33,6,7,6.9,8
26,6,7,5.6,8
22,3,4,7,5
12,3,4,6.7,5
10,7,8,7,9
15,7,8,6.7,9
13,6,7,4.7,8
40,4,5,4.5,6
15,8,9,6,10
60,9,10,7.7,11
19,8,9,6.4,10
10,8,9,7.2,10
10,5,6,5.7,7
10,5,6,5.3,7
10,3,4,4.6,5
10,3,4,6.8,5
11,8,9,5.8,10
54,8,9,6,10
26,6,7,6.6,8
22,6,7,7.6,8
31,6,7,5.2,8
16,6,7,6.6,8
10,3,4,6.5,5
24,5,6,7.6,7
70,9,10,7.2,11
18,3,4,4.7,5
25,3,4,6.9,5
30,2,3,6.5,4
33,9,10,7.2,11
38,6,7,6,8
10,3,4,6.2,5
1,2,3,3.1,4
12.26,5,6,6.5,7
33,7,8,6.3,9
535,1,2,6.9,3
52.92,6,7,7.5,8
23,5,6,7,7
73,4,5,7.6,6
88.8,4,5,7.6,6
22,4,5,6.5,6
10,7,8,8.2,9
14,7,8,6.7,9
109,6,7,7.9,8
10,5,6,5.1,7
38,6,7,7,8
33,8,9,7.3,10
33,5,6,7.6,7
33,4,5,7,6
10,6,7,6.2,8
20,5,6,6.5,7
21,4,5,6.6,6
136.34,4,5,3.5,6
10,5,6,5.4,7
10,5,6,5.9,7
31,6,7,5.6,8
58,4,5,6,6
170,9,10,7.5,11
30,6,7,5.1,8
77.15,6,7,6,8
38.12,4,5,6.8,6
46.67,8,9,7.5,10
10,4,5,6.5,6
10,7,8,7,9
20,3,4,6.9,5
47,6,7,7.8,8
33,4,5,5,6
10,5,6,5.5,7
20,8,9,7.5,10
10,8,9,7.7,10
60,8,9,7.9,10
14,5,6,6.4,7
50,9,10,8.2,11
220,9,10,7.5,11
90,5,6,7.6,7
150,4,5,6.4,6
15,8,9,7.5,10
10,10,11,8.1,12
33,4,5,5.9,6
15,5,6,4.5,7
10,6,7,6.5,8
21,5,6,6.8,7
12,7,8,6.2,9
37,6,7,5,8
18,5,6,7,7
174.8,3,4,6.9,5
124.91,5,6,5.2,7
50.74,6,7,6.5,8
12,6,7,6.4,8
622.73,0,1,6.5,2
12,4,5,6.9,6
598.1,3,4,8.3,5
145,8,9,7.5,10
33,3,4,6.6,5
114.63,5,6,4.9,7
22,5,6,5.8,7
10,5,6,5.7,7
6,8,9,6,10
230,5,6,8.1,7
10,4,5,7.2,6
10,7,8,6.7,9
52.39,6,7,6,8
10,7,8,6.6,9
19,3,4,6.6,5
13,6,7,6.5,8
19,5,6,6.6,7
37,4,5,6.5,6
10,7,8,6.8,9
70,8,9,7,10
225,8,9,6.5,10
33,5,6,7.7,7
5,8,9,6.1,10
280,3,4,7.5,5
87.2,5,6,6.8,7
12,2,3,7.1,4
10,5,6,6.5,7
100,9,10,7.9,11
24,5,6,6.9,7
25,9,10,7.9,11
87.37,8,9,6,10
41,2,3,4.8,4
15,6,7,5.9,8
10,7,8,6.3,9
602.2,1,2,6.8,3
60,8,9,7.6,10
7,8,9,5.7,10
9,4,5,5.9,6
29,7,8,6,9
42,4,5,6.8,6
15,7,8,7.8,9
30,3,4,6.7,5
33,5,6,7.8,7
60,9,10,7.7,11
60,6,7,6.9,8
10,6,7,7,8
100,7,8,6.3,9
33,7,8,6.3,9
25,8,9,8.4,10
33,8,9,7.6,10
33,4,5,6.5,6
30,8,9,7.3,10
29,6,7,9.1,8
33,4,5,6.5,6
40.16,10,11,6.8,12
10,5,6,5,7
40.7,5,6,7.1,7
70,9,10,7.2,11
4,8,9,5.7,10
34,3,4,6.7,5
25,9,10,7.9,11
13,7,8,6.4,9
12,2,3,6.6,4
106.85,6,7,6,8
104.83,5,6,5,7
11,5,6,6.7,7
10,6,7,5.5,8
1,1,2,3.7,3
29,7,8,9.1,9
100,8,9,6.4,10
16,4,5,6.6,6
10,7,8,5.5,9
30,5,6,7.4,7
32.84,8,9,7.5,10
11,4,5,5.7,6
79.44,8,9,7.1,10
36,2,3,4.5,4
15,7,8,6.7,9
112.07,5,6,5.4,7
13.04,5,6,7.9,7
10,9,10,6.2,11
43.37,4,5,7.5,6
44,6,7,7.7,8
62,6,7,5,8
5,7,8,6.7,9
5,1,2,3.7,3
10,4,5,6.5,6
10,5,6,6.3,7
113.75,8,9,6.7,10
30,5,6,5.1,7
104,6,7,6.5,8
33,8,9,7.4,10
43,2,3,6.7,4
10,6,7,6,8
16,4,5,4.6,6
15,6,7,7,8
46,5,6,7.1,7
73,4,5,7.4,6
11.6,7,8,6.8,9
26,9,10,7.4,11
110.79,6,7,6,8
40,6,7,7.3,8
15,8,9,7,10
18.5,8,9,7.4,10
20.49,5,6,6.7,7
7,5,6,4.2,7
10,6,7,6.5,8
15,9,10,7.2,11
10,8,9,6.2,10
24,6,7,6.8,8
552.06,4,5,7,6
43,4,5,7.1,6
112,3,4,6.5,5
60.21,3,4,7,5
6,5,6,5.1,7
28.93,6,7,8.1,8
33,6,7,6,8
10,5,6,5.5,7
126,6,7,7.5,8
19,7,8,6.9,9
14,5,6,7.8,7
7,4,5,4.9,6
12,6,7,7,8
80,9,10,8.1,11
33,8,9,6.3,10
33,4,5,6.8,6
21,5,6,6.6,7
36,4,5,8.7,6
33,8,9,7.9,10
10,6,7,5,8
33.29,7,8,7,9
434,4,5,7.1,6
10,5,6,5.3,7
10,7,8,6.8,9
114,2,3,6,4
24,6,7,4.5,8
6,8,9,6.1,10
20,4,5,5.6,6
10,7,8,6.9,9
113.55,5,6,6,7
17,2,3,6.5,4
3,4,5,4,6
33,6,7,5.1,8
25,6,7,8.2,8
33,7,8,8.7,9
150,9,10,8,11
34,4,5,6.5,6
20,4,5,6.8,6
47.4,7,8,8.2,9
25,2,3,6.5,4
272.12,6,7,6,8
24,5,6,7.4,7
33,7,8,6.1,9
10,5,6,6.1,7
14,5,6,5.5,7
5,8,9,6,10
100,7,8,6.3,9
15,9,10,8.3,11
22,6,7,6.8,8
25,9,10,8.2,11
5,4,5,5.4,6
10,6,7,6,8
59,6,7,6.6,8
35,8,9,7.6,10
23,8,9,7.2,10
4.2,7,8,7.9,9
10,5,6,5.9,7
10,7,8,6.3,9
8,0,1,3.7,2
7,5,6,5.4,7
25,9,10,8.2,11
13,3,4,6.6,5
550,3,4,6.4,5
40,3,4,6.4,5
20,7,8,8,9
9,2,3,6.7,4
50,3,4,7.5,5
13,8,9,6.2,10
34,7,8,6,9
33,6,7,5.1,8
12,5,6,6.6,7
15,6,7,5.9,8
10,4,5,4.7,6
10,7,8,6,9
17,6,7,6.2,8
33,8,9,5.6,10
10,6,7,6.2,8
116.48,8,9,6.5,10
165,2,3,6.6,4
31,3,4,7.6,5
66,4,5,6.1,6
53,3,4,5.4,5
591,1,2,6.6,3
33,8,9,8,10
35,8,9,6.4,10
20,5,6,6.5,7
19,0,1,6.4,2
15,5,6,5.1,7
80,9,10,7.5,11
10,7,8,6.3,9
12,5,6,6.7,7
10,2,3,4.5,4
10,5,6,5.5,7
65.9,5,6,7.8,7
33,7,8,6.4,9
6.43,3,4,6.5,5
10,2,3,4.5,4
150,9,10,7.5,11
16,8,9,7.2,10
33,9,10,8.4,11
15,2,3,4.5,4
26,8,9,7.4,10
19,6,7,7.5,8
18,6,7,6,8
49.13,7,8,7,9
223,9,10,7.5,11
20,5,6,7.3,7
65.842,5,6,6.8,7
8,6,7,5.4,8
51,4,5,4.6,6
4,3,4,4.4,5
15,7,8,8.1,9
25,9,10,8,11
10,5,6,5.9,7
93,6,7,6.9,8
21,3,4,6.5,5
23.98,7,8,6.8,9
38,7,8,8.1,9
47,9,10,7.3,11
61.52,7,8,6.7,9
14,6,7,6.6,8
11,5,6,6.5,7
100,8,9,7.9,10
10,9,10,7.1,11
10,2,3,4.6,4
272.12,6,7,6,8
33,7,8,8.2,9
33,4,5,7,6
10,6,7,6.5,8
55,5,6,8,7
11,5,6,6.7,7
10,6,7,5.3,8
10,2,3,7.3,4
25,6,7,6.6,8
33,6,7,6.9,8
40,8,9,7.5,10
33,4,5,5.9,6
180,9,10,7.2,11
65,6,7,6.9,8
89,4,5,6.7,6
28.37,5,6,7.6,7
31,4,5,5.9,6
20,4,5,6.5,6
11,8,9,7,10
31,3,4,6.6,5
10,5,6,6,7
620.56,2,3,7.6,4
26,2,3,6.9,4
14,8,9,7,10
80,9,10,7,11
16,7,8,6.3,9
12,2,3,6.9,4
39,6,7,6.7,8
29,6,7,6.7,8
120,5,6,7.5,7
10,3,4,7.9,5
12,6,7,7,8
24.4,7,8,7.8,9
33,7,8,8.1,9
10,5,6,5.4,7
204,9,10,7.6,11
25.5,3,4,6.9,5
50,8,9,7.8,10
32,6,7,8.2,8
35,7,8,6.2,9
33,8,9,7.1,10
11,5,6,5.8,7
19,5,6,6.2,7
33,5,6,5.6,7
10,7,8,6.6,9
40,8,9,7.3,10
10,2,3,7.5,4
19,4,5,4.3,6
13,7,8,8.1,9
10,6,7,5.5,8
8,5,6,5.8,7
10,6,7,6.5,8
10,8,9,6.6,10
29,7,8,9.1,9
28,5,6,6.9,7
10,2,3,4.7,4
27.9,7,8,8,9
15,8,9,6.4,10
12,6,7,5.9,8
35,8,9,7.6,10
47,4,5,5.1,6
55,5,6,7.9,7
33,6,7,5.9,8
10,5,6,5.8,7
60,6,7,7.7,8
5,2,3,6.8,4
10,4,5,6.8,6
10,2,3,5.1,4
15,7,8,6.8,9
20.49,5,6,6.7,7
10,9,10,8.3,11
10,7,8,7,9
38,7,8,8.1,9
57,7,8,6.4,9
11,5,6,6.5,7
29,7,8,6.1,9
32,6,7,5.3,8
137.25,6,7,6,8
10,7,8,6.6,9
10,5,6,7.7,7
5,4,5,4.7,6
35,5,6,7.3,7
8,6,7,6,8
12,2,3,6.6,4
20,7,8,6.8,9
31.46,5,6,6,7
21,9,10,7.1,11
33.729,6,7,7,8
36.49,5,6,5.5,7
24,7,8,6.9,9
73.37,6,7,6.1,8
54,5,6,5.4,7
20,8,9,7,10
17,8,9,7.6,10
33,9,10,8.1,11
21,2,3,4.5,4
103.91,7,8,7,9
4,8,9,6.1,10
10,5,6,6.6,7
45,9,10,7.6,11
12,6,7,5.3,8
33.29,7,8,7,9
196,2,3,6.5,4
53,5,6,5.4,7
33,6,7,7.6,8
371,2,3,6.5,4
26.59,3,4,6.7,5
16,7,8,7.7,9
52,4,5,5.5,6
33,6,7,8.4,8
37,1,2,6.5,3
30,5,6,7.4,7
33,2,3,6.7,4
33,1,2,7,3
18,5,6,6.6,7
187.589,3,4,6.5,5
33,5,6,5,7
10,5,6,5.5,7
38,6,7,6.6,8
60,8,9,7.7,10
39,8,9,7,10
15,7,8,6.8,9
38,9,10,7.2,11
12,7,8,6.2,9
33,4,5,4.6,6
105.48,6,7,5.3,8
60.6,6,7,7.5,8
33,3,4,7.6,5
40,6,7,5.5,8
31,5,6,5.9,7
22,6,7,6,8
11,7,8,7.1,9
10,7,8,7.8,9
105.54,6,7,6.3,8
107.85,8,9,8.5,10
26,3,4,4.5,5
596.4,1,2,6.9,3
10,4,5,6.5,6
15,7,8,7.1,9
10,7,8,7.3,9
48,10,11,8.1,12
10,7,8,7.2,9
10,5,6,5.6,7
41,8,9,7.2,10
5,5,6,5.8,7
60,9,10,7.6,11
153.26,4,5,5,6
70,7,8,7.2,9
33,9,10,7.5,11
25,8,9,8.4,10
11,5,6,5.2,7
10,5,6,5.2,7
41.88,6,7,6.5,8
9,3,4,7,5
63,6,7,6.7,8
10,7,8,6.8,9
22,2,3,4.6,4
5,5,6,6.5,7
21,5,6,7,7
12,7,8,6.9,9
8,6,7,5.2,8
33,6,7,6.5,8
39,5,6,5.3,7
41.88,6,7,6.5,8
196,4,5,7.7,6
10,2,3,4.4,4
42.6,5,6,7.9,7
33,7,8,6.6,9
190,9,10,7.9,11
50,9,10,7.5,11
33,8,9,7.7,10
33,3,4,6.6,5
12,5,6,5,7
24,2,3,4.5,4
10,6,7,6,8
12,5,6,6.6,7
34,4,5,7.1,6
43,8,9,7.9,10
33,7,8,6.8,9
39,5,6,7.1,7
10,8,9,6.3,10
16,3,4,7.3,5
4,2,3,4.9,4
150,8,9,7.5,10
10,5,6,5.2,7
103,5,6,7.1,7
28,1,2,6.5,3
39,3,4,6.8,5
220,8,9,7,10
10,8,9,7.5,10
58,5,6,7.1,7
91.59,5,6,5,7
30,6,7,8,8
10,6,7,6.3,8
10,5,6,7.7,7
42,9,10,7.1,11
14,8,9,7.2,10
9,7,8,6.2,9
39,5,6,5.3,7
33,7,8,7.7,9
14,3,4,7.2,5
18,5,6,6.5,7
43,3,4,4.5,5
100,6,7,6.5,8
32,4,5,7.2,6
10,5,6,6.6,7
22,8,9,7.6,10
33,8,9,6.9,10
25,4,5,6.6,6
20,8,9,7.5,10
33,7,8,6.4,9
173.7,4,5,7.4,6
30,3,4,6.7,5
33,2,3,6.7,4
10,3,4,7,5
10,4,5,5.4,6
11,4,5,6.6,6
12,7,8,6.1,9
71.32,6,7,6.3,8
50,5,6,6.8,7
10,4,5,6.6,6
15,5,6,5.9,7
267,2,3,7,4
66,7,8,6.7,9
20,6,7,6.7,8
22.86,4,5,6.8,6
35,3,4,7.4,5
105,9,10,7.7,11
10,8,9,6.3,10
33,5,6,5.1,7
16,7,8,6.1,9
28,5,6,7.2,7
10,5,6,5.7,7
60,6,7,7.7,8
21,7,8,6.9,9
13,4,5,6.5,6
23,9,10,7.3,11
23,3,4,4.8,5
112,4,5,6.8,6
30,10,11,8.1,12
24,10,11,8.1,12
32,5,6,6.2,7
21.69,6,7,6,8
33,6,7,6.4,8
10,7,8,6,9
30,8,9,8.3,10
2,0,1,3.7,2
10,9,10,6.7,11
53,3,4,5.4,5
25,9,10,8.1,11
16,8,9,6.3,10
71.1,6,7,4.7,8
15,9,10,7,11
174.8,3,4,6.9,5
84.05,5,6,5.3,7
40,7,8,7.9,9
19.73,4,5,6.9,6
49.5,5,6,6.6,7
60,9,10,7.8,11
10,8,9,6.2,10
33,8,9,7.7,10
70,7,8,7.4,9
33,5,6,6.8,7
15,7,8,5.9,9
21,7,8,6.3,9
34,8,9,7.1,10
20,8,9,6.3,10
5,3,4,6.4,5
10,5,6,5.5,7
33.93,4,5,6.5,6
225.6,3,4,7.4,5
11,4,5,6.7,6
60,8,9,7.4,10
21,5,6,7,7
60,9,10,8.4,11
33,9,10,7.5,11
42,6,7,7.1,8
10,3,4,6.5,5
28,9,10,7.3,11
10,5,6,7.1,7
17.24,7,8,6.5,9
22.4,7,8,7.7,9
230,9,10,7.5,11
40,8,9,7.6,10
35,5,6,7.1,7
10,7,8,6.6,9
46.38,6,7,5.8,8
21,6,7,5.2,8
29,6,7,6.7,8
15,4,5,8.6,6
113.7,3,4,6.6,5
11,2,3,6.7,4
33,6,7,6,8
15,9,10,8.3,11
10,3,4,4.7,5
90,6,7,7.6,8
15,4,5,6.5,6
10,5,6,5.9,7
30,10,11,8.1,12
10,2,3,4.9,4
137,3,4,7,5
14,5,6,5.3,7
33,8,9,6.9,10
26,8,9,7.5,10
8,5,6,5.8,7
30,6,7,7.5,8
30,5,6,7.6,7
5,5,6,5.5,7
34,4,5,6.5,6
10,8,9,6.5,10
16.1,3,4,6.6,5
27,3,4,4.7,5
70,9,10,8.5,11
33.729,6,7,7,8
10,8,9,7.3,10
17,4,5,4.8,6
14,5,6,5.2,7
18.32,5,6,6.2,7
42,4,5,6.8,6
21,8,9,7.5,10
14,3,4,6.8,5
18,7,8,7.1,9
10,6,7,7.3,8
39,5,6,5.3,7
10,7,8,6.4,9
33,8,9,7,10
267,2,3,7,4
22,5,6,6.8,7
6,5,6,5.4,7
12,3,4,6.7,5
20,8,9,7.2,10
10,7,8,6.8,9
15.11,7,8,7.8,9
31,6,7,5.6,8
122.71,5,6,5.3,7
18,7,8,7.1,9
10,3,4,6.2,5
161.33,6,7,6,8
60,5,6,8.6,7
17.4,4,5,6.7,6
651,8,9,7.1,10
35,4,5,7.8,6
80,8,9,6.4,10
292,2,3,7.1,4
10,5,6,8.2,7
8,3,4,4.8,5
17,8,9,7,10
33,6,7,6.4,8
17,4,5,6.7,6
26.59,3,4,6.7,5
15,4,5,7.6,6
71,8,9,6.4,10
26,7,8,6.9,9
93,4,5,6.9,6
33,4,5,7.1,6
33,5,6,6.6,7
14,9,10,7.4,11
30,5,6,8.4,7
22,6,7,7.6,8
60,9,10,7.7,11
13.7,4,5,6.8,6
33,2,3,6.7,4
24,6,7,4.5,8
33,4,5,7,6
21,6,7,5.2,8
10,8,9,6,10
54.89,8,9,7.5,10
113.7,3,4,6.6,5
15.462,5,6,7.1,7
35,7,8,7.7,9
33,6,7,6.4,8
14,5,6,7,7
33,8,9,6.2,10
10,5,6,7.1,7
65,8,9,6.2,10
18,4,5,5.2,6
53,4,5,5.6,6
10,6,7,6.1,8
32,6,7,6,8
68.88,7,8,6.2,9
10,3,4,4.6,5
112,4,5,6.8,6
33,8,9,7,10
6,6,7,5.4,8
86.84,5,6,7.3,7
7,5,6,6.6,7
32,7,8,6.1,9
10,8,9,6.9,10
11,3,4,6.8,5
10,4,5,4.3,6
130,3,4,6.7,5
10,2,3,7,4
7,5,6,5.5,7
85,5,6,5.8,7
33,4,5,4.3,6
10,5,6,5.8,7
33,4,5,6.6,6
29,6,7,6.5,8
10,5,6,7.4,7
10,6,7,6.3,8
10,6,7,6,8
14,3,4,4.9,5
21,8,9,6.1,10
50,6,7,7.1,8
10,8,9,7,10
11.6,7,8,6.8,9
33,6,7,6.7,8
11,4,5,5,6
150,8,9,7.5,10
11,3,4,6.5,5
75,9,10,7.3,11
10,4,5,6.6,6
33,7,8,6.5,9
10,5,6,6.5,7
10,5,6,5,7
152,3,4,6.7,5
101.77,8,9,6,10
25,9,10,6.2,11
535,1,2,6.9,3
27.59,3,4,6.7,5
85.3,7,8,7.5,9
22,5,6,7.2,7
33,9,10,7.3,11
598.467,0,1,6.6,2
10,4,5,4.3,6
21.1,5,6,7.1,7
10,5,6,5.5,7
10,7,8,6.7,9
188.6,3,4,6.9,5
145,5,6,7.5,7
11,5,6,5.3,7
105,5,6,5.3,7
58,4,5,6,6
18,1,2,6,3
10,8,9,6.9,10
89,4,5,6.7,6
38,3,4,4.8,5
583,9,10,7.7,11
10,7,8,6.9,9
36,4,5,6.8,6
10,6,7,6.5,8
10,2,3,6.7,4
36,4,5,6.5,6
33,7,8,6.2,9
30,5,6,7.4,7
10,6,7,6.2,8
21,2,3,4.5,4
33,6,7,5.9,8
87,6,7,5.6,8
10,9,10,7.6,11
15,7,8,6.7,9
25,5,6,7.3,7
53,4,5,5.6,6
20,7,8,6.4,9
221.11,5,6,5.5,7
640,9,10,7,11
10,5,6,5.7,7
150.25,5,6,5.5,7
17,8,9,6.4,10
75,6,7,5.3,8
280,3,4,7.5,5
17,9,10,7.7,11
27,6,7,5.3,8
18.5,8,9,7.4,10
12,4,5,6.9,6
15,8,9,7.8,10
8,7,8,6.9,9
90,3,4,7.5,5
28,7,8,6.7,9
10,7,8,5.9,9
10,4,5,6.3,6
10,2,3,6.6,4
33,4,5,6.5,6
141.9,4,5,7.1,6
8.45,2,3,6.6,4
21,5,6,7,7
196,8,9,6.4,10
15,6,7,5.6,8
10,5,6,5,7
33,9,10,8.2,11
10,8,9,6.1,10
11,7,8,7,9
26.59,3,4,6.7,5
24,6,7,7.9,8
35,9,10,7.8,11
10,10,11,7.6,12
48,6,7,7.7,8
25,9,10,9.2,11
31.4,7,8,6.5,9
10,6,7,6.1,8
19,4,5,6.1,6
30,9,10,7.5,11
33.94,7,8,7.2,9
10,6,7,5.4,8
10,6,7,7.3,8
27.8,2,3,6.6,4
10,4,5,6.5,6
14,2,3,4.8,4
169,3,4,6.8,5
33,4,5,5.5,6
25,8,9,7.6,10
35,9,10,8,11
41,5,6,7.5,7
20,3,4,6.5,5
144.85,6,7,5.8,8
10,4,5,4.8,6
31,4,5,6.7,6
38,4,5,5.5,6
200,9,10,7.9,11
8,5,6,5.3,7
11,7,8,7.1,9
5,7,8,6,9
50,6,7,6.6,8
83,4,5,6.5,6
40,7,8,7.9,9
9.987,7,8,7.2,9
55,5,6,5.4,7
83,6,7,6.2,8
66,8,9,6.7,10
20,6,7,7.4,8
28,6,7,5.9,8
90,5,6,7.6,7
54,7,8,5.7,9
20,1,2,7.7,3
33,7,8,7.8,9
12,5,6,6.7,7
20,4,5,5.7,6
90,6,7,7.6,8
30,6,7,9.1,8
33,8,9,6.6,10
32,7,8,6.1,9
46,5,6,7,7
17,3,4,6.6,5
26,7,8,7.6,9
10,5,6,5.2,7
33,3,4,6.7,5
59,7,8,7.8,9
21,3,4,6.8,5
14.98,6,7,6.3,8
124.51,7,8,5.7,9
73,4,5,7.6,6
10,7,8,6.5,9
